location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Multipurpose Room,Intercom,Maintenance Staff,Car Parking,Rain Water Harvesting,Vaastu Compliant,Indoor Games,Golf Course,Cafeteria,ATM,Hospital,School,Shopping Mall,Staff Quarter
Manjari Budruk,1100,850000,INR,1,1,0,"A plot is available for sale in Manjari Budruk, Pune. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Ambegaon Budruk,3000,4200000,INR,1,0,0,"3000 Square feet Plot for sale in Ambegaon Budruk, Pune. This land has a dimension of 3000.0 mt length 1.0 mt width. Price. The plot is East facing. There are 3 open sides for this plot. The width of the facing road is 20.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 5. The most popular landmarks near this plot are Soul spice Family Restaurant, lakhhe Wood Family Restaurant, and Ranmala Agro Tourism",1,east,0,0,0,0,0,0,0,1,1,0,0,0,8.1,,,,,,,,,,,,,,,,
Daund,1282,1350000,INR,1,0,0,"Plot No. 46 F1, Landmark Elite, Gat No. 407. Boribhadak, ITI Institute Road, Daund, Pune. More About This Property 1282 Square feet Plot for sale in Daund, Pune. This land has a dimension of 31.0 mt length 42.0 mt width. Price. The plot is East facing. There are 1 open sides for this plot. The width of the facing road is 20.0 mt. The most popular landmarks near this plot are Prakash Wines, Prakash Wine Shop, and Pyramid Hospital",1,east,0,0,0,0,0,0,0,0,0,0,0,0,4.9,,,,,,,,,,,,,,,,
Lohegaon,1000,2400000,INR,1,0,0,"1000 sq.ft. plot for sale..
Lohegaon wagholi road..
Dreams society. Rs.24 lakhhs(Nego)
 separate 7/12, 
separate sale deed
clear title...S.no.87/1
proposed R zone plot 
Good location 
only 100 meter from main lohegaon-wagholi road More About This Property 1000 Square feet Plot for sale in Lohegaon, Pune. This land has a dimension of 40.0 mt length 25.0 mt width. Price. This is a corner plot. The plot is North facing. There are 1 open sides for this plot. The width of the facing road is 25.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 3. The most popular landmarks near this plot are Jai Bhavani, New Jay Bhawani Garden Restaurant, and Hotel Abhisheak",1,north,0,0,0,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,,,,,,,,,
Pisoli,1000,300000,INR,1,1,0,"A plot is available at a prime location in Pisoli. It has an area of 1000 sqft. The property is available at a price of Rs. 3.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Bhegade Aali,1000,1100000,INR,1,1,0,"1000 Square feet Plot for sale in Talegaon Dabhade, Pune. This land has a dimension of 50.0 mt length 20.0 mt width. Price. The plot is East facing. There are 2 open sides for this plot. The width of the facing road is 50.0 mt. The most popular landmarks near this plot are Sirsanapati Uamabai Dhabadhe Kanya School, Dr. Anukule Hospital, and Samarth Hospital",1,east,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Shaniwar Peth,10000,120000000,INR,1,0,0,"A plot is available for sale in Shaniwar Peth, Pune. It has a salable area of 10000 sqft and is available at a price of Rs. 12,000 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,9.7,,,,,,,,,,,,,,,,
Talegaon Dabhade,1991,4500000,INR,1,1,0,"A plot is available at a prime location in Naiknavare Housing Kutumb. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,1,1,0,1,1,1,1,1,1,0,8.0,,30.0,1.0,1.0,,,,,1.0,,,,,,,
Chandkhed,3500,9500000,INR,1,0,0,"This plot is available for sale and is located in Banyan Tree Realty 46 Banyan Tree, one of the most prestigious projects of Chandkhed. It has community hall as well as gymnasium. The project also has gated community and swimming pool. It is west facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,west,0,0,0,0,0,1,1,1,1,0,1,0,6.5,,123.0,1.0,,,1.0,1.0,,1.0,,,,,,,
Kharadi,631,2524000,INR,1,0,0,"A plot property is available for sale in Kharadi, Pune. It has a salable area of 631 sqft and is available at a price of Rs. 4,000 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,8.9,,,,,,,,,,,,,,,,
Gahunje,1250,5100000,INR,0,1,0,"1250 Square feet Plot for sale in Gahunje, Pune. This land has a dimension of 30.0 mt length 40.0 mt width. Price. The name of the project is Peninsula Address One Phase 6. The width of the facing road is 30.0 mt. The most popular landmarks near this plot are Jyotiba Phule Cantonment School, Lions Club High School, and Rainbow International School",1,,0,0,1,1,0,1,1,1,1,1,1,1,7.4,,25.0,,,,1.0,1.0,1.0,1.0,,,,,,,
Chandkhed,4000,10000000,INR,1,1,0,"It has an area of 4000 sqft and is priced at Rs. 1.00 cr . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,9,0,1,1,1,1,1,1,1,1,0,6.5,7.9,20.0,1.0,1.0,,,,,1.0,,,,,,,
Dhankawadi Police Station Road,4000,26000000,INR,1,0,0,"A plot is available at a prime location in Dhankawadi Police Station Road. It has an area of 4000 sqft. The property is available at a price of Rs. 2.60 cr . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,east,0,4,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Wagholi,2700,10800000,INR,1,0,0,"A plot is available at a prime location in JKG Venture Kamal Baug. It has a salable area of 2700 sqft and is available at a price of Rs. 4,000 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,east,0,10,1,1,1,1,1,1,1,0,1,0,8.0,,123.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,
Bavdhan,2831,19000000,INR,1,0,0,"A plot property is available for sale in Shiv Shailam Developers Windmill Village Villa, Bavdhan, Pune. It has a salable area of 2831 sqft and is available at a price of Rs. 6,711 per sqft. It is facing east direction. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,6,0,0,1,0,1,1,1,0,0,0,8.1,6.6,123.0,,,,,,,,,,,,,1.0,
Yerawada,2399,4200000,INR,0,1,0,"This plot is situated in Yerawada. It has a salable area of 2399 sqft and is available at a price of Rs. 1,750 per sqft. It is west facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,west,0,0,0,0,0,0,0,1,1,0,0,0,9.1,,,,,,,,,,,,,,,,
Malwadi,1500,1950000,INR,1,1,0,"A plot property is available for sale in Malwadi, Pune. It has a salable area of 1500 sqft and is available at a price of Rs. 1,300 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Saswad,1200,1800000,INR,1,1,0,"This plot is available for sale and is located in the heart of Saswad. It has an area of 1200 sqft and is priced at Rs. 18.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,6.0,,,,,,,,,,,,,,,,
Nande,2200,6000000,INR,1,0,0,"2200 Square feet Plot for sale in Nande, Pune. This land has a dimension of 60.0 mt length 60.0 mt width. Price. The width of the facing road is 30.0 mt. The most popular landmarks near this plot are ZP school, Shwarmaaish, and Burgers & More",1,,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Ravet,2500,13000000,INR,1,0,0,"2500 Square feet Plot for sale in Pimpri Chinchwad, Pune. This land has a dimension of 39.0 mt length 85.0 mt width. Price. The width of the facing road is 15.0 mt. The most popular landmarks near this plot are planet wisdom pre school, S B Patil Public School, and Sentosa Multi Cuisine Restaurant",1,,0,0,0,0,0,0,0,0,0,0,0,0,8.1,,,,,,,,,,,,,,,,
Bavdhan,3025,16900000,INR,0,1,0,"It has a salable area of 3025 sqft and is available at a price of Rs. 5,586 per sqft. Its entry is west facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,west,0,0,0,0,0,0,0,1,1,0,0,0,8.1,,,,,,,,,,,,,,,,
Lohegaon,801,876000,INR,1,0,0,"This plot is situated in Lohegaon, Pune. It has an area of 801 sqft. The property is available at a price of Rs. 8.76 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,,,,,,,,,
Khed Shivapur,1809,1320000,INR,1,0,0,This plot is situated in Khed Shivapur. It has an area of 1809 sqft and is priced at Rs. 13.20 lac . It is east facing property. It is well connected to the city areas. Please contact us for more details. ,1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Donaje,2655,6600000,INR,1,1,0,"A plot property is available for sale in Donaje, Pune. It has an area of 2655 sqft and is priced at Rs. 66.00 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,2,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Moshi,1162,4018900,INR,0,1,0,"This plot is available for sale and is located in the heart of Moshi. It has an area of 1162 sqft and is priced at Rs. 40.19 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,1,0,0,0,0,7.9,,,,,,,,,,,,,,,,
Uruli Kanchan,1076,1200000,INR,1,1,0,"A plot is available for sale in Uruli Kanchan, Pune. It has a salable area of 1076 sqft and is available at a price of Rs. 1,115 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,6.2,,,,,,,,,,,,,,,,
Baner,5250,56000000,INR,1,0,0,"A plot property is available for sale in Pallod Properties Farms, Baner, Pune. It has an area of 5250 sqft. The property is available at a price of Rs. 5.60 cr . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,12,0,1,1,0,0,1,1,0,0,0,9.1,7.0,123.0,,,,1.0,,,,,,,,,,
Velhe Bk.,11000,2200000,INR,1,1,0,"A plot is available at a prime location in Velhe Bk.. It has an area of 11000 sqft. The property is available at a price of Rs. 22.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Charholi Budruk,1000,1200000,INR,1,1,0,"This plot is situated in Charholi Budruk. It has an area of 1000 sqft and is priced at Rs. 12.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Awhalwadi,10700,25000000,INR,1,0,0,"A plot is available at a prime location in Awhalwadi. It has a salable area of 10700 sqft and is available at a price of Rs. 2,336 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,north,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Gahunje,3000,14620000,INR,0,1,0,"A plot is available for sale in Gahunje, Pune. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,1,1,0,0,0,7.4,,,,,,,,,,,,,,,,
Marunji,1614,3600000,INR,1,0,0,"This plot is situated in Marunji. It has a salable area of 1614 sqft and is available at a price of Rs. 2,230 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Nigdi,3315,38500000,INR,1,0,0,"This plot is situated in Nigdi, Pune. It has a salable area of 3315 sqft and is available at a price of Rs. 11,613 per sqft. Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Wagholi,1000,2200000,INR,1,1,0,"This plot is available for sale and is located in the heart of Wagholi. It has a salable area of 1000 sqft and is available at a price of Rs. 2,200 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,,,,,,,,,
Warje,1900,9000000,INR,1,1,0,"A plot is available at a prime location in Warje. It has an area of 1900 sqft. The property is available at a price of Rs. 90.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,8.1,,,,,,,,,,,,,,,,
Bavdhan,12000,90000000,INR,1,0,0,"A plot is available for sale in Sai Developers Bavdhan Aura Ville, Bavdhan, Pune. It has an area of 12000 sqft and is priced at Rs. 9.00 cr . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,,0,4,1,1,1,1,1,1,0,0,0,0,8.1,8.0,11.0,,1.0,,1.0,1.0,,,,,,,,,
Sanaswadi,1000,499000,INR,1,1,0,"A plot is available at a prime location in Sanaswadi. It has an area of 1000 sqft and is priced at Rs. 4.99 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,6.4,,,,,,,,,,,,,,,,
Darumbre,3000,3600000,INR,1,1,0,"3000 Square feet Plot for sale in Darumbre, Pune. This land has a dimension of 50.0 mt length 60.0 mt width. Price. The width of the facing road is 20.0 mt. The most popular landmarks near this plot are Kharhana Zilla Parishad School and BoB - Primaan International School (BPIS)",1,,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Wagholi,1000,1150000,INR,1,1,0,"A plot is available at a prime location in Wagholi. It has an area of 1000 sqft. The property is available at a price of Rs. 11.50 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,,,,,,,,,
