location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Multipurpose Room,Intercom,Maintenance Staff,Car Parking,Rain Water Harvesting,Vaastu Compliant,Indoor Games,Golf Course,Cafeteria,ATM,Hospital,School,Shopping Mall,Staff Quarter
Loni Kalbhor,1050,555000,INR,1,1,0,"This plot is situated in Loni Kalbhor, Pune. It has an area of 1050 sqft. The property is available at a price of Rs. 5.55 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,7.3,,,,,,,,,,,,,,,,
Shewalewadi,1145,629750,INR,1,1,0,"A plot is available for sale in Shewalewadi, Pune. It has an area of 1145 sqft and is priced at Rs. 6.30 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Manjari Budruk,1150,632500,INR,1,1,0,"A plot is available for sale in Manjari Budruk, Pune. It has an area of 1150 sqft and is priced at Rs. 6.32 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Fursungi,1400,770000,INR,1,1,0,"A plot is available for sale in Fursungi, Pune. It has a salable area of 1400 sqft and is available at a price of Rs. 550 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.1,,,,,,,,,,,,,,,,
Manjari Khurd,1600,880000,INR,1,1,0,"This plot is situated in Manjari Khurd. It has a salable area of 1600 sqft and is available at a price of Rs. 550 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Alandi,1600,4500000,INR,0,1,0,"This plot is situated in Alandi, Pune. It has an area of 1600 sqft and is priced at Rs. 45.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,,0,0,0,0,0,0,0,1,1,0,0,0,7.5,,,,,,,,,,,,,,,,
Mundhwa,1650,950000,INR,1,1,0,"A plot is available at a prime location in Mundhwa. It has a salable area of 1650 sqft and is available at a price of Rs. 575 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.6,,,,,,,,,,,,,,,,
Keshav Nagar,1650,950000,INR,1,1,0,"A plot property is available for sale in Keshav Nagar, Pune. It has a salable area of 1650 sqft and is available at a price of Rs. 575 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Kharadi,1000,550000,INR,1,1,0,"This plot is situated in Kharadi, Pune. It has an area of 1000 sqft and is priced at Rs. 5.50 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,8.9,,,,,,,,,,,,,,,,
Viman Nagar,1600,1250000,INR,1,1,0,"A plot is available at a prime location in Viman Nagar. It has a salable area of 1600 sqft and is available at a price of Rs. 781 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,9.2,,,,,,,,,,,,,,,,
Kharadi,1200,1240000,INR,1,1,0,"This plot is available for sale and is located in the heart of Kharadi. It has an area of 1200 sqft and is priced at Rs. 12.40 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,8.9,,,,,,,,,,,,,,,,
Hadapsar,1000,737000,INR,1,1,0,"This plot is situated in Hadapsar. It has a salable area of 1000 sqft and is available at a price of Rs. 737 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,9.4,,,,,,,,,,,,,,,,
Wagholi,1150,1400000,INR,1,1,0,"A plot is available at a prime location in Wagholi. It has an area of 1150 sqft and is priced at Rs. 14.00 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,,,,,,,,,
Katraj,1800,972000,INR,1,1,0,"A plot property is available for sale in Katraj, Pune. It has an area of 1800 sqft. The property is available at a price of Rs. 9.72 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.4,,,,,,,,,,,,,,,,
Loni Kalbhor,1340,737000,INR,1,1,0,"This plot is situated in Loni Kalbhor. It has a salable area of 1340 sqft and is available at a price of Rs. 550 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,7.3,,,,,,,,,,,,,,,,
Shewalewadi,1200,648000,INR,1,1,0,"This plot is situated in Shewalewadi. It has an area of 1200 sqft. The property is available at a price of Rs. 6.48 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Fursungi,1600,880000,INR,1,1,0,"This plot is available for sale and is located in the heart of Fursungi. It has an area of 1600 sqft and is priced at Rs. 8.80 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.1,,,,,,,,,,,,,,,,
Manjari Khurd,1800,990000,INR,1,1,0,"A plot is available for sale in Manjari Khurd, Pune. It has a salable area of 1800 sqft and is available at a price of Rs. 550 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Manjari Budruk,2050,1127500,INR,1,1,0,"This plot is available for sale and is located in the heart of Manjari Budruk. It has a salable area of 2050 sqft and is available at a price of Rs. 550 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Kharadi,1300,715000,INR,1,1,0,"A plot is available for sale in Kharadi, Pune. It has an area of 1300 sqft and is priced at Rs. 7.15 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.9,,,,,,,,,,,,,,,,
Wanowrie,1200,660000,INR,1,1,0,"This plot is situated in Wanowrie, Pune. It has an area of 1200 sqft and is priced at Rs. 6.60 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.8,,,,,,,,,,,,,,,,
Lohegaon,1250,687500,INR,1,1,0,"A plot property is available for sale in Lohegaon, Pune. It has a salable area of 1250 sqft and is available at a price of Rs. 550 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,,,,,,,,,
Hadapsar,1000,1200000,INR,1,1,0,"A plot is available for sale in Hadapsar, Pune. It has an area of 1000 sqft and is priced at Rs. 12.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,9.4,,,,,,,,,,,,,,,,
Shikrapur,1000,360000,INR,1,1,0,"A plot is available at a prime location in Shikrapur. It has an area of 1000 sqft. The property is available at a price of Rs. 3.60 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,6.2,,,,,,,,,,,,,,,,
kesnand,1000,1549599,INR,1,1,0,"This plot is situated in kesnand. It has a salable area of 1000 sqft and is available at a price of Rs. 1,549 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Pisoli,3000,700000,INR,1,1,0,"This plot is available for sale and is located in the heart of Pisoli. It has a salable area of 3000 sqft and is available at a price of Rs. 233 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Vadgaon Budruk,2500,500000,INR,1,1,0,"A plot property is available for sale in Vadgaon Budruk, Pune. It has an area of 2500 sqft. The property is available at a price of Rs. 5.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,1,1,0,0,0,8.1,,,,,,,,,,,,,,,,
Handewadi,1000,300000,INR,1,1,0,"This plot is situated in Handewadi. It has an area of 1000 sqft and is priced at Rs. 3.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,1,1,0,0,0,7.9,,,,,,,,,,,,,,,,
Mundhwa,1000,350000,INR,1,1,0,"This plot is situated in Mundhwa, Pune. It has a salable area of 1000 sqft and is available at a price of Rs. 350 per sqft. It is facing west direction. The society is well connected by different modes of transportation. Kindly call us for details. ",1,west,0,0,0,0,0,0,0,1,1,0,0,0,8.6,,,,,,,,,,,,,,,,
Viman Nagar,1000,300000,INR,1,1,0,"This plot is situated in Viman Nagar. It has an area of 1000 sqft and is priced at Rs. 3.00 lac . It is facing west direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,west,0,0,0,0,0,0,0,1,1,0,0,0,9.2,,,,,,,,,,,,,,,,
NIBM Annex Mohammadwadi,1000,300000,INR,1,1,0,"A plot is available at a prime location in NIBM Annex Mohammadwadi. It has a salable area of 1000 sqft and is available at a price of Rs. 300 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Wadaki,1000,300000,INR,1,1,0,"This plot is available for sale and is located in the heart of Wadaki. It has an area of 1000 sqft and is priced at Rs. 3.00 lac . It is facing northwest direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,northwest,0,3,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Fursungi,2000,551000,INR,1,1,0,"A plot is available for sale in Fursungi, Pune. It has a salable area of 2000 sqft and is available at a price of Rs. 275 per sqft. Its entry is north facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,north,0,0,0,0,0,0,0,1,1,0,0,0,8.1,,,,,,,,,,,,,,,,
Wadaki,2000,551000,INR,1,1,0,"A plot property is available for sale in Wadaki, Pune. It has an area of 2000 sqft. The property is available at a price of Rs. 5.51 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,3,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Mohammed wadi,2000,551000,INR,1,1,0,"This plot is situated in Mohammed wadi, Pune. It has an area of 2000 sqft. The property is available at a price of Rs. 5.51 lac . It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,northeast,0,4,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
NIBM Annex Mohammadwadi,2000,551000,INR,1,1,0,"This plot is situated in NIBM Annex Mohammadwadi. It has a salable area of 2000 sqft and is available at a price of Rs. 275 per sqft. It is facing west direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,west,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
kesnand,1000,520000,INR,1,1,0,"A plot is available for sale in kesnand, Pune. It has an area of 1000 sqft. The property is available at a price of Rs. 5.20 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Keshav Nagar,1280,704000,INR,1,1,0,"This plot is situated in Keshav Nagar, Pune. It has an area of 1280 sqft and is priced at Rs. 7.04 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Manjari Khurd,1250,650000,INR,1,1,0,"It has a salable area of 1250 sqft and is available at a price of Rs. 520 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Loni Kalbhor,1500,780000,INR,1,1,0,"A plot is available for sale in Loni Kalbhor, Pune. It has an area of 1500 sqft. The property is available at a price of Rs. 7.80 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,7.3,,,,,,,,,,,,,,,,
Manjari Budruk,2000,1100000,INR,1,1,0,"A plot is available for sale in Manjari Budruk, Pune. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Fursungi,1800,990000,INR,1,1,0,"A plot property is available for sale in Fursungi, Pune. It has an area of 1800 sqft. The property is available at a price of Rs. 9.90 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.1,,,,,,,,,,,,,,,,
Wagholi,1200,660000,INR,1,1,0,"This plot is situated in Wagholi. It has an area of 1200 sqft and is priced at Rs. 6.60 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,,,,,,,,,
Keshav Nagar,1200,660000,INR,1,1,0,"A plot is available for sale in Keshav Nagar, Pune. It has a salable area of 1200 sqft and is available at a price of Rs. 550 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Loni Kalbhor,1000,550000,INR,1,1,0,"A plot is available for sale in Loni Kalbhor, Pune. It has an area of 1000 sqft. The property is available at a price of Rs. 5.50 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,7.3,,,,,,,,,,,,,,,,
Hadapsar,1000,550000,INR,1,1,0,"This plot is available for sale and is located in the heart of Hadapsar. It has a salable area of 1000 sqft and is available at a price of Rs. 550 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,9.4,,,,,,,,,,,,,,,,
Manjari Khurd,1400,770000,INR,1,1,0,"A plot is available at a prime location in Manjari Khurd. It has an area of 1400 sqft and is priced at Rs. 7.70 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhanori,1650,907500,INR,1,1,0,"This plot is available for sale and is located in the heart of Dhanori. It has an area of 1650 sqft and is priced at Rs. 9.07 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.4,,,,,,,,,,,,,,,,
Handewadi,1800,990000,INR,1,1,0,"It has an area of 1800 sqft. The property is available at a price of Rs. 9.90 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,7.9,,,,,,,,,,,,,,,,
Manjari Budruk,2000,1100000,INR,1,1,0,"A plot is available for sale in Manjari Budruk, Pune. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Kunjirwadi,1000,550000,INR,1,1,0,"It has a salable area of 1000 sqft and is available at a price of Rs. 550 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Wadaki,1500,1250000,INR,1,1,0,"This plot is available for sale and is located in the heart of Wadaki. It has an area of 1500 sqft. The property is available at a price of Rs. 12.50 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",1,east,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Fursungi,1000,550000,INR,1,1,0,"A plot is available at a prime location in Fursungi. It has an area of 1000 sqft and is priced at Rs. 5.50 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,8.1,,,,,,,,,,,,,,,,
Mohammed wadi,5000,23000000,INR,1,1,0,"A plot is available at a prime location in Mohammed wadi. It has an area of 5000 sqft and is priced at Rs. 2.30 cr . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Wagholi,1600,2025000,INR,1,1,0,"This plot is situated in Wagholi, Pune. It has an area of 1600 sqft and is priced at Rs. 20.25 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,0,0,0,0,0,1,0,0,0,0,8.0,,,,,,,,,,,,,,,,
Wagholi,3000,3900000,INR,1,1,0,"""
 Developed By Swaraj Developers 
 90% ??? Available
? Features?

? 40 feet cement road.
? 30 feet internal cement road.
? Temple.
? Senior citizen seating area.
? Garden and play area for children.
? Electricity, water ? Drainage facility.
? Club House.
? Gym.
? Street light.
? Tree Plantation.
? Drainage Line.
? Introductory ring road 1 km.
? International School
? Hospital.
? PMT Bus Stop.
? Market Hake?s Distance.
Collector Sanctioned NA Plot @Wadebolhai, Wagholi annex Pune 
  More About This Property 3000 Square feet Plot for sale in Wagholi, Pune. This land has a dimension of 49.0 mt length 59.0 mt width. Price. This is a corner plot. The plot is East facing. There are 3 open sides for this plot. The width of the facing road is 40.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 4. The most popular landmarks near this plot are Nawale Hospital, Tathe Hospital & Nursing Home, and Primary High School Wagholi",1,east,0,0,0,0,0,0,0,1,0,0,0,0,8.0,,,,,,,,,,,,,,,,
Shiraswadi,3000,3900000,INR,1,1,0,"Now Book Your Collector NA Plot in Wadebolhai, Wagholi annex
90 % Loan Available
Basic Amenities Available 
Call Now For Visit More About This Property 3000 Square feet Plot for sale in Shiraswadi, Pune. This land has a dimension of 49.0 mt length 59.0 mt width. Price. This is a corner plot. The plot is East facing. The width of the facing road is 40.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 2",1,east,0,3,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
Shiraswadi,1600,2100000,INR,1,1,0,"Collector Sanctioned NA Plots
Wagholi annex Pune
90% Loan Available From all Banks More About This Property 1600 Square feet Plot for sale in Shiraswadi, Pune. This land has a dimension of 49.0 mt length 32.0 mt width. Price. This is a corner plot. The plot is East facing. There are 2 open sides for this plot. The width of the facing road is 40.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 2",1,east,0,3,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
Shiraswadi,1600,2025000,INR,1,1,0,"A plot property is available for sale in Shiraswadi, Pune. It has an area of 1600 sqft. The property is available at a price of Rs. 20.25 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,3,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
Wagholi,1600,1760000,INR,1,1,0,"Collector Sanctioned NA Plot @Wadebolhai, Wagholi annex Pune 
 
""Sai Gold""
 Developed By Swaraj Developers 
 
*RERA Approved NA Plot*

? Features?

? 40 feet cement road.
? 30 feet internal cement road.
? Temple.
? Senior citizen seating area.
? Garden and play area for children.
? Electricity, water ? Drainage facility.
? Club House.
? Gym.
? Street light.
? Tree Plantation.
? Drainage Line.
? Introductory ring road 1 km.
? International School
? Hospital.
? PMT Bus Stop.
? Market Hake?s Distance.

? Site Address:?
 Behind Sai Sankul Society, 
 Wadebolhai, Wagholi Annenx, Pune

 More About This Property 1600 Square feet Plot for sale in Wagholi, Pune. This land has a dimension of 32.0 mt length 49.0 mt width. Price. This is a corner plot. The plot is East facing. There are 3 open sides for this plot. The width of the facing road is 40.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 2. The most popular landmarks near this plot are Nawale Hospital, Tathe Hospital & Nursing Home, and Primary High School Wagholi",1,east,0,0,0,0,0,0,0,1,0,0,0,0,8.0,,,,,,,,,,,,,,,,
Shiraswadi,1600,1760000,INR,1,1,0,"This plot is situated in Shiraswadi, Pune. It has a salable area of 1600 sqft and is available at a price of Rs. 1,100 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,east,0,3,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
Shiraswadi,2800,3700000,INR,1,1,0,"Collector Sanctioned NA Plot @Wadebolhai, Wagholi annex Pune 
? 40 feet cement road.
? 30 feet internal cement road.
? Temple.
? Senior citizen seating area.
? Garden and play area for children.
? Electricity, water ? Drainage facility.
? Club House.
? Gym.
? Street light.
? Tree Plantation.
? Drainage Line.
? Introductory ring road 1 km.
? International School
? Hospital.
? PMT Bus Stop. More About This Property 2800 Square feet Plot for sale in Shiraswadi, Pune. This land has a dimension of 72.0 mt length 39.0 mt width. Price. This is a corner plot. The plot is East facing. There are 3 open sides for this plot. The width of the facing road is 40.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 2",1,east,0,3,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
kesnand,2597,2850000,INR,1,1,0,"A plot is available at a prime location in kesnand. It has an area of 2597 sqft and is priced at Rs. 28.50 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,east,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,
Wagholi,1446,1600000,INR,1,1,0,"This plot is available for sale and is located in the heart of Wagholi. It has an area of 1446 sqft and is priced at Rs. 16.00 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,1,0,0,0,0,8.0,,,,,,,,,,,,,,,,
Wagholi,1000,3800000,INR,1,1,0,"1000 Square feet Plot for sale in Wagholi, Pune. This land has a dimension of 40.0 mt length 25.0 mt width. Price. This is a corner plot. The plot is East facing. There are 3 open sides for this plot. The width of the facing road is 40.0 mt. This residential land also has a boundary wall. The maximum floor allowed for construction on this plot is 2. The most popular landmarks near this plot are Nawale Hospital, Tathe Hospital & Nursing Home, and Primary High School Wagholi",1,east,0,0,0,0,0,0,0,1,0,0,0,0,8.0,,,,,,,,,,,,,,,,
