,location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Swimming Pool,Jogging Track,Landscaped Gardens,Sports Facility,Gymnasium,locality_score,project_score,builder_experience,Indoor Games,Rain Water Harvesting,Intercom,Maintenance Staff,Vaastu Compliant,Car Parking,Shopping Mall,Multipurpose Room,ATM,Staff Quarter,Hospital,School,Cafeteria,Golf Course
1424,Gomti Nagar Extension,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Gomti Nagar Extension, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 4.19 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1425,Sultanpur Road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is available for sale and is located in the heart of Sultanpur Road. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1426,ahmamau,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in ahmamau, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1427,Sultanpur Lucknow Road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Sultanpur Lucknow Road, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1428,Gosainganj,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Gosainganj, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.3,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,
1429,Gomti Nagar Extension,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in Gomti Nagar Extension. It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,
1430,ahmamau,1000.0,699000.0,INR,1.0,1.0,1.0,This plot is situated in ahmamau. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is a corner property. The property is available on freehold. It is situated in the proximity of all the important facilities. Kindly call us for details. ,1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1431,Sultanpur Road,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in Sultanpur Road. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1432,Ekana Road,1000.0,699000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in Ekana Road, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1433,Sultanpur Lucknow Road,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Sultanpur Lucknow Road, Lucknow. The plot provides an excellent view as it overlooks the garden. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,
1434,Gosainganj,1000.0,699000.0,INR,1.0,1.0,1.0,"This plot is situated in Gosainganj, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.3,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,
1435,Gomti Nagar Extension,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot is available for sale in Gomti Nagar Extension, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1436,Hazratganj,1000.0,419000.0,INR,1.0,1.0,1.0,A plot is available at a prime location in Hazratganj. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. The plot provides an excellent view as it overlooks the road. The property is available on freehold. The society is well connected by different modes of transportation. ,1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1437,Harauni Road,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot property is available for sale in Harauni Road, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). One of the major USPs of the property is that it is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1438,Hazratganj,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in Hazratganj. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1439,Hazratganj,1000.0,419000.0,INR,1.0,1.0,1.0,"A plot is available at a prime location in Hazratganj. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
1440,Sultanpur Lucknow Road,1800.0,1078750.0,INR,,1.0,1.0,"A plot is available at a prime location in Sultanpur Lucknow Road. It has a salable area of 1800 sqft and is available at a price of Rs. 599 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,1.0,,,,,,,,
1441,Sultanpur Lucknow Road,1000.0,999000.0,INR,,1.0,1.0,"A plot property is available for sale in Sultanpur Lucknow Road, Lucknow. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
1442,Sultanpur Lucknow Road,3200.0,1916800.0,INR,,1.0,1.0,"This plot is situated in Sultanpur Lucknow Road, Lucknow. It has an area of 3200 sqft. The property is available at a price of Rs. 19.17 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,
1443,Sultanpur Lucknow Road,1000.0,1450000.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Sultanpur Lucknow Road. It has an area of 1000 sqft and is priced at Rs. 14.50 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
1444,Sultanpur Lucknow Road,1000.0,1450000.0,INR,,1.0,1.0,"This plot is situated in Sultanpur Lucknow Road, Lucknow. It has an area of 1000 sqft and is priced at Rs. 14.50 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
1445,Sultanpur Lucknow Road,1000.0,999000.0,INR,,1.0,1.0,"A plot property is available for sale in Sultanpur Lucknow Road, Lucknow. It has an area of 1000 sqft and is priced at Rs. 9.99 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
1446,Sultanpur Lucknow Road,3200.0,1916800.0,INR,,1.0,1.0,"This plot is situated in Sultanpur Lucknow Road. It has an area of 3200 sqft and is priced at Rs. 19.17 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
1447,Sultanpur Lucknow Road,2450.0,1467750.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Sultanpur Lucknow Road. It has an area of 2450 sqft and is priced at Rs. 14.68 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
1448,Sultanpur Road,3200.0,1916800.0,INR,,1.0,1.0,"This plot is situated in Sultanpur Road, Lucknow. It has an area of 3200 sqft. The property is available at a price of Rs. 19.17 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
1449,Sultanpur Road,3200.0,1916800.0,INR,,1.0,1.0,"This plot is situated in Sultanpur Road, Lucknow. It has an area of 3200 sqft and is priced at Rs. 19.17 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,1.0,,,,,,,,
1450,Sultanpur Lucknow Road,1000.0,1450000.0,INR,,1.0,1.0,"This plot is situated in Sultanpur Lucknow Road. It has a salable area of 1000 sqft and is available at a price of Rs. 1,450 per sqft. Its entry is east facing. It is well connected to the city areas. Please contact for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
1451,Sultanpur Lucknow Road,1000.0,1450000.0,INR,,1.0,1.0,"A plot is available at a prime location in Sultanpur Lucknow Road. It has an area of 1000 sqft and is priced at Rs. 14.50 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
1452,Sultanpur Lucknow Road,1000.0,599000.0,INR,,1.0,1.0,"This plot is situated in Sultanpur Lucknow Road. It has a salable area of 1000 sqft and is available at a price of Rs. 599 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
1453,Sultanpur Road,1800.0,1078750.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Sultanpur Road. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
1454,Sultanpur Lucknow Road,2450.0,2448750.0,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Sultanpur Lucknow Road. It has an area of 2450 sqft. The property is available at a price of Rs. 24.49 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1.0,east,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,
