location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,locality_score,project_score,builder_experience,Gymnasium,24 X 7 Security,Swimming Pool,Lift(s),Jogging Track,Club House,Landscaped Gardens,Rain Water Harvesting,Sports Facility,Car Parking,Children's play area,Full Power Backup,Vaastu Compliant,Indoor Games,Intercom,Maintenance Staff,Shopping Mall,Cafeteria,ATM,Multipurpose Room,School,Hospital,Golf Course,Staff Quarter
Vrindavan Yojna,1900,6080011,INR,,1,0,"This spacious 4 bhk villa is available for sale and is located in Aarya Group Lucknow Blossom Villas, one of the most prestigious projects of Vrindavan Yojna. It has an area of 1900 sqft with a carpet area of 1600 sqft . The property is available at a price of Rs. 60.80 lac . The house is unfurnished. It is north facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,north,0,0,8.1,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,1.0,,,,,,,,,,,,
Vrindavan Yojna,1900,6050000,INR,,1,0,"A spacious 4 bhk villa is available for sale in Aarya Group Lucknow Blossom Villas, Vrindavan Yojna, Lucknow. It has an area of 1900 sqft with a carpet area of 1600 sqft . The property is available at a price of Rs. 60.50 lac . Its main door is facing north direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",1,north,0,0,8.1,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,,,,,,,,,,,,
Vrindavan Yojna,1900,6070000,INR,,1,0,"A 4 bhk property is available for sale in Aarya Group Lucknow Blossom Villas, Vrindavan Yojna, Lucknow. It has an area of 1900 sqft with a carpet area of 1600 sqft . The property is available at a price of Rs. 60.70 lac . The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,,0,0,8.1,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,,,,,,,,,,,,
Neel Matha,1500,7000100,INR,,1,0,"This spacious 3 bhk villa is available for sale and is located in Yash Builders India Residency, one of the most prestigious projects of Neel Matha. It has a salable area of 1500 sqft and is available at a price of Rs. 4,666 per sqft. It is a semi-furnished property. It is facing north direction. This residential complex is under-construction as of now. The expected completion date is 31/08/2022. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,north,0,0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,,,1.0,,,,,,,,,
Nijampur Malhaur,1000,6180000,INR,0,1,0,"Well designed 2 bhk villa is available at a prime location in Nijampur Malhaur. It has a built-up area of 1000 sqft and is priced at Rs. 61.80 lac . It is facing northeast direction. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,northeast,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,1.0,,,,,,,,,
Kalyanpur,1350,5799000,INR,,1,0,"A spacious 2 bhk villa is available for sale in Kalyanpur, Lucknow. It has a salable area of 1350 sqft and is available at a price of Rs. 4,295 per sqft. It is an unfurnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",1,,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Vrindavan Yojna,1500,6300000,INR,,1,0,"It’s a 3 bhk villa situated in Aarya Group Lucknow Blossom Villas, Vrindavan Yojna, Lucknow. The house is semi-furnished. It is east facing property. It is an under-construction property . It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,0,8.1,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,,,1.0,,,,,,,,,
Kalyanpur,1350,5800000,INR,,1,0,"Well designed 2 bhk villa is available at a prime location in Kalyanpur. It has an area of 1350 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 58.00 lac . The house is unfurnished. It is west facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,west,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Kalyanpur,1350,5798000,INR,,1,0,"A spacious 2 bhk villa is available for sale in Kalyanpur, Lucknow. It has an area of 1350 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 57.98 lac . It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Kalyanpur,1350,5796000,INR,,1,0,It has an area of 1350 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 57.96 lac . It is an unfurnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ,1,,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Kalyanpur,1350,5801000,INR,,1,0,"It’s a 2 bhk villa situated in Kalyanpur. It is west facing property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,west,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Vrindavan Yojna,1313,5514600,INR,0,1,0,It has an area of 1313 sqft . The property is available at a price of Rs. 55.15 lac . The house is semi-furnished. It is an under-construction property . It is well connected to the city areas. Kindly call us for details. ,1,east,0,0,8.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,,,,,,,,,,,,
Arjunganj,1500,3800000,INR,,1,0,"A 3 bhk property is available for sale in Arjunganj, Lucknow. Its main door is facing east direction. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,east,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,1.0,0.0,,,,,,,,,,,,
Kalyanpur,1350,5792000,INR,,1,0,"It has an area of 1350 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 57.92 lac . The house is unfurnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Alambagh,1095,4485100,INR,,1,0,"A 2 bhk property is available for sale in Alambagh, Lucknow. It has a salable area of 1095 sqft and is available at a price of Rs. 4,095 per sqft. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",1,,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Mubarakpur,2637,13800000,INR,,1,0,"3 BHK Villa available for sale in Iim Road Lucknow, Ghaila, Ghaila, Lucknow. Available amenities are: Gym, Swimming pool, Gas pipeline, Garden, Kids area, Sports facility, Lift. Villa has 3 bedroom, 4 bathroom. Property is inside a gated community.",1,northeast,0,0,7.9,,37.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,
Mubarakpur,2367,11730000,INR,,1,0,"3 BHK Villa available for sale in Iim Road Lucknow, Ghaila, Ghaila, Lucknow. Available amenities are: Gym, Swimming pool, Gas pipeline, Servant room, Garden, Kids area, Sports facility, Lift. Villa has 3 bedroom, 3 bathroom. Property is inside a gated com",1,northeast,0,0,7.9,,37.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,
Mubarakpur,1872,10245000,INR,,1,0,"3 BHK Villa available for sale in Iim Road Lucknow, Ghaila, Ghaila, Lucknow. Available amenities are: Gym, Swimming pool, Gas pipeline, Garden, Kids area, Sports facility, Lift. Villa has 3 bedroom, 3 bathroom. Property is inside a gated community.",1,northeast,0,0,7.9,,37.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,
Mubarakpur,2069,10125000,INR,,1,0,"3 BHK Villa available for sale in Iim Road Lucknow, Ghaila, Ghaila, Lucknow. Available amenities are: Gym, Swimming pool, Gas pipeline, Garden, Kids area, Sports facility, Lift. Villa has 3 bedroom, 3 bathroom. Property is inside a gated community.",1,northeast,0,0,7.9,,37.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,
Mubarakpur,2990,14859000,INR,,0,0,"4 BHK Villa available for sale in Iim Road Lucknow, Ghaila, Ghaila, Lucknow. Available amenities are: Gym, Swimming pool, Gas pipeline, Servant room, Garden, Kids area, Sports facility, Lift. Villa has 4 bedroom, 4 bathroom. Property is inside a gated com",1,northeast,0,0,7.9,,37.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,
Alambagh,1265,5179000,INR,,1,0,Well designed 2 bhk villa is available at a prime location in Alambagh. The house is furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. Kindly call us for details. ,1,,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Alambagh,1262,5198000,INR,,1,0,"It has a salable area of 1262 sqft and is available at a price of Rs. 4,118 per sqft. The house is furnished. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Alambagh,1265,5181000,INR,,1,0,"Well designed 2 bhk villa is available at a prime location in Alambagh. It has a built-up area of 1265 sqft and is priced at Rs. 51.81 lac . It is a furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Alambagh,1265,5186200,INR,,1,0,"This spacious 2 bhk villa is available for sale and is located in the heart of Alambagh. It has a salable area of 1265 sqft and is available at a price of Rs. 4,099 per sqft. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Alambagh,1265,5186300,INR,,1,0,"A 2 bhk property is available for sale in Alambagh, Lucknow. It has an area of 1265 sqft with a carpet area of 1035 sqft . The property is available at a price of Rs. 51.86 lac . The house is furnished. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ",1,,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Alambagh,1265,5186400,INR,,1,0,"It’s a 2 bhk villa situated in Alambagh. It has a salable area of 1265 sqft and is available at a price of Rs. 4,099 per sqft. The house is furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Alambagh,1265,5195000,INR,,1,0,Well designed 2 bhk villa is available at a prime location in Alambagh. It has a built-up area of 1265 sqft and is priced at Rs. 51.95 lac . This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact us for more details. ,1,,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Gomti Nagar Extension,4040,32501800,INR,0,1,0,"A 4 bhk property is available for sale in Shalimar Corp Valencia County, Gomti Nagar Extension, Lucknow. It has an area of 4040 sqft . The property is available at a price of Rs. 3.25 cr . It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,0,,,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,
Gomti Nagar Extension,3970,31998200,INR,0,1,0,"Well designed 4 bhk villa is available at a prime location in Shalimar Corp Valencia County. It has a salable area of 3970 sqft and is available at a price of Rs. 8,060 per sqft. It has sewage treatment plant. Other amenities include water conservation, rain water harvesting, sewage treatment plant, rain water harvesting, table tennis, 24x7 water supply, fire fighting system, aggregate area of recreational open space, basketball court and visitor parking. This residential complex is under-construction as of now. The expected completion date is 31/08/2023. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ",1,,0,0,,,37.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,
Bakkas,1903,9499776,INR,0,1,0,Well designed 3 bhk villa is available at a prime location in Sapphire Infraventures Royale. It has an area of 1903 sqft . The property is available at a price of Rs. 95.00 lac . It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ,1,,0,0,,,123.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,
Bakkas,1878,8999376,INR,0,1,0,"It’s a 3 bhk villa situated in Sapphire Infraventures Royale, Bakkas. It has an area of 1878 sqft . The property is available at a price of Rs. 89.99 lac . It is an unfurnished property. It has shopping mall as well as cctv. The project also has garbage disposal, community buildings, power backup, paved compound, school, gymnasium, gated community and aggregate area of recreational open space. This residential complex is under-construction as of now. The expected completion date is 17/05/2023. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,,0,0,,,123.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,
Bakkas,1581,7999860,INR,0,1,0,"Well designed 3 bhk villa is available at a prime location in Sapphire Infraventures Royale. It has a built-up area of 1581 sqft and is priced at Rs. 80.00 lac . It is an unfurnished property. It is an under-construction property and is expected to get completed by 17/05/2023. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,,0,0,,,123.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,
Bakkas,3153,18501804,INR,0,1,0,"A 5 bhk property is available for sale in Sapphire Infraventures Royale, Bakkas, Lucknow. It has a salable area of 3153 sqft and is available at a price of Rs. 5,868 per sqft. It is an unfurnished property. This residential complex is under-construction as of now. The expected completion date is 17/05/2023. It is made in way to provide a comfortable living. Contact us for more details. ",1,,0,0,,,123.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,
Bakkas,1634,9000072,INR,0,1,0,"A spacious 2 bhk villa is available for sale in Sapphire Infraventures Royale, Bakkas, Lucknow. It has a salable area of 1634 sqft and is available at a price of Rs. 5,508 per sqft. The house is unfurnished. It has community hall. Other amenities include club house, paved compound, street lighting, cctv, jogging track, shopping mall, gated community, sewage treatment plant and power backup. It is an under-construction property and is expected to get completed by 17/05/2023. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ",1,,0,0,,,123.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,
Bakkas,1626,8499102,INR,0,1,0,"Well designed 2 bhk villa is available at a prime location in Sapphire Infraventures Royale. It is an unfurnished property. It has community buildings as well as cctv. The project also has power backup, senior citizen siteout, gated community, school, 24 hours water supply, garbage disposal, landscape garden and tree planting and shopping mall. This residential complex is under-construction as of now. The expected completion date is 17/05/2023. Contact us for more details. ",1,,0,0,,,123.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,
Bakkas,1378,7952438,INR,,1,0,"A 3 bhk property is available for sale in Sanfran Developer Estate, Bakkas, Lucknow. It has a built-up area of 1378 sqft and is priced at Rs. 79.52 lac . It is an unfurnished property. It has club house. Other amenities include gymnasium, cafeteria, cctv, car parking, amphitheater, 24 x 7 security, gated community, indoor games and restaurant. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",1,,0,0,,,2022.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,1.0,,,1.0,1.0,,,,,,
Alambagh,5000,51150000,INR,1,0,0,"It’s a 6 bhk villa situated in Alambagh. It has a salable area of 5000 sqft and is available at a price of Rs. 10,230 per sqft. The house is furnished. It is northeast facing property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,northeast,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,,,,,,,,,,,,
Bharavara,2100,7400000,INR,,1,0,"It has a salable area of 2100 sqft and is available at a price of Rs. 3,523 per sqft. It is an unfurnished property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,,0,3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Vrindavan Yojna,1550,6300000,INR,,1,0,Well designed 3 bhk villa is available at a prime location in Aarya Group Lucknow Blossom Villas. It has a built-up area of 1550 sqft and is priced at Rs. 63.00 lac . The house is furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. Please contact us for more details. ,1,,1,0,8.1,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,,,,,,,,,,,,
Faizabad Road,1462,4200000,INR,1,1,1,,1,east,0,2,,,123.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,
Faizabad Road,1741,5500000,INR,1,1,1,,1,east,0,3,,,123.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,
Faizabad Road,1460,4200000,INR,,1,1,,1,northeast,0,3,,,123.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,
Faizabad Road,1462,4200500,INR,1,1,1,,1,north,0,3,,,123.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,1.0,,,,,,,
Golf City,1500,5500000,INR,,1,0,"It has a salable area of 1500 sqft and is available at a price of Rs. 3,666 per sqft. It is a furnished property. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Haibat Mau Mawaiya,1640,5400000,INR,,1,0,Well designed 3 bhk villa is available at a prime location in Haibat Mau Mawaiya. It has an area of 1640 sqft with a carpet area of 760 sqft . The property is available at a price of Rs. 54.00 lac . It is a furnished property. It is east facing property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact for more details. ,1,east,1,4,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,,,,,,,,,,,,
Arjunganj,1300,5500000,INR,,1,0,"A spacious 2 bhk villa is available for sale in Arjunganj, Lucknow. It has an area of 1300 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 55.00 lac . It is a furnished property. Its main door is facing east direction. It is an under-construction property . It is made in way to provide a comfortable living. ",1,east,1,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Sarojini Nagar,1096,3200000,INR,,1,0,It has a built-up area of 1096 sqft and is priced at Rs. 32.00 lac . It is a semi-furnished property. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ,1,east,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,,,1.0,,,,,,,,,
Miranpur Pinvat,1096,3199000,INR,,1,0,It has an area of 1096 sqft with a carpet area of 640 sqft . The property is available at a price of Rs. 31.99 lac . It is a semi-furnished property. It is east facing property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ,1,east,0,3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,,,1.0,,,,,,,,,
Sarojini Nagar,1350,4400000,INR,,1,0,"It’s a 3 bhk villa situated in Sarojini Nagar, Lucknow. It has a built-up area of 1350 sqft and is priced at Rs. 44.00 lac . It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,,,1.0,,,,,,,,,
Sarojini Nagar,1915,5300000,INR,,1,0,"It has an area of 1915 sqft with a carpet area of 968 sqft . The property is available at a price of Rs. 53.00 lac . It is a semi-furnished property. Its main door is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,
Sarojini Nagar,1915,5400000,INR,,1,0,"A 3 bhk property is available for sale in Tej Infrazone Aasra Gold, Sarojini Nagar, Lucknow. It has a built-up area of 1915 sqft and is priced at Rs. 54.00 lac . It is a semi-furnished property. It has cctv as well as children's play area. The project also has full power backup. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ",1,east,0,1,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,
SGPGI Raibareli Road,1420,4450000,INR,,1,1,,1,east,0,3,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,1.0,
Arjunganj,600,3800000,INR,1,1,1,"It’s a 3 bhk villa situated in Arjunganj, Lucknow. It has a built-up area of 600 sqft and is priced at Rs. 38.00 lac (negotiable). It is a semi-furnished property. It is a corner property. The property is in a complex owned by a co-operative society. The property has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,1,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,,,,,,1.0,1.0,1.0,1.0,,1.0
Residential Open Plot Bijnor,1000,4500000,INR,,1,1,"It has a salable area of 1000 sqft and is available at a price of Rs. 4,500 per sqft. It is a semi-furnished property. The property provides an excellent view as it overlooks the road. The property is available on freehold. It is made in way to provide a comfortable living. ",1,,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
Jankipuram,1800,6500000,INR,,1,1,"A spacious 4 bhk villa is available for sale in Jankipuram, Lucknow. It has a salable area of 1800 sqft and is available at a price of Rs. 3,611 per sqft. The house is unfurnished. Its main door is facing east direction. The property is available on freehold. It has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,
Tiwariganj,1350,5351000,INR,,1,1,"This project is located nearby the Faizabad road, tiwariganj. It is a gated community of 16 villas where the basic facilities like roads, sewage disposal facilities, water supply, security cameras will also be available. The bank loan facilities are also available for villas purchase.",1,east,0,1,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0
Faizabad Road,1345,5500000,INR,,1,1,This project is located at TIWARIGANJ nearby Faizabad highway. It is a gated community of 16 villas equipped with the facilities like roads sewage disposal facilities and electricity supply and drinking water supply etc. the bank loan facility is also available.,1,east,0,1,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,,,1.0,,,,,,,,1.0
Chinhat,1450,4500000,INR,,1,1,"It has a built-up area of 1450 sqft and is priced at Rs. 45.00 lac (negotiable). It is a semi-furnished property. It has 1 wardrobe, 1 tv, 1 refrigerator and 1 gas connection. It also has 1 ac and 1 modular kitchen. It is a road facing property. It is made in way to provide a comfortable living. Kindly call us for details. ",1,west,0,0,7.7,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,,,1.0,,,1.0,,,,,1.0
Chinhat,1450,4500000,INR,,1,1,"It has a salable area of 1450 sqft and is available at a price of Rs. 3,103 per sqft. The house is semi-furnished. It has 1 wardrobe, 1 wifi, 1 gas connection and 1 modular kitchen. It has intercom as well as 24 x 7 security. The project also has car parking. It is west facing property. The property is available on freehold. It has 3 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,west,0,2,7.7,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,1.0,,,,,,,,,
Kursi Road,750,2812500,INR,,1,1,"Well designed 2 bhk villa is available at a prime location in Kursi Road. The property has 2 bathrooms and 1 balcony. This residential complex is under-construction as of now. The expected completion date is 14/01/2021. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,north,0,0,,,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0
Bharawamau,750,2400000,INR,,1,1,Well designed 2 bhk villa is available at a prime location in VJ Infracity LLP DH2 Paradise. It has a built-up area of 750 sqft and is priced at Rs. 24.00 lac (negotiable). It is a semi-furnished property. The property provides an excellent view as it is a corner property. The property is available on freehold. It has 2 bathrooms and 2 balconies. This residential complex is under-construction as of now. The expected completion date is 08/04/2021. The society is well connected by different modes of transportation.,1,north,0,0,,,123.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0
