location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Car Parking,Rain Water Harvesting,Intercom,Maintenance Staff,Indoor Games,Vaastu Compliant,Multipurpose Room,ATM,Golf Course,Staff Quarter,Hospital,School,Shopping Mall,Cafeteria
Indirapuram,1450,7710000,INR,,0,0,"A spacious 3 bhk builder floor is available for sale in Indirapuram, Ghaziabad. It has an area of 1450 sqft with a carpet area of 1400 sqft . The property is available at a price of Rs. 77.10 lac . The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Indirapuram,850,3600000,INR,,0,0,"It’s a 2 bhk builder floor situated in Indirapuram, Ghaziabad. It has an area of 850 sqft with a carpet area of 750 sqft . The property is available at a price of Rs. 36.00 lac . It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ",1,northeast,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Vasundhara,1300,3851000,INR,,1,0,"A 3 bhk property is available for sale in Vasundhara, Ghaziabad. It has a built-up area of 1300 sqft and is priced at Rs. 38.51 lac . The house is semi-furnished. Its main door is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. ",1,northeast,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Indirapuram,1660,9500000,INR,,0,0,"A spacious 3 bhk builder floor is available for sale in Indirapuram, Ghaziabad. The house is semi-furnished. It is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. Please contact for more details. ",1,east,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Indirapuram,1000,4000000,INR,,0,0,"It’s a 2 bhk builder floor situated in Indirapuram. It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,east,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Indirapuram,1050,5500000,INR,,0,0,"Well designed 2 bhk builder floor is available at a prime location in Indirapuram. It has a salable area of 1050 sqft and is available at a price of Rs. 5,238 per sqft. It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Indirapuram,1300,6500000,INR,,0,0,"A spacious 3 bhk builder floor is available for sale in Indirapuram, Ghaziabad. It has a built-up area of 1300 sqft and is priced at Rs. 65.00 lac . It is a semi-furnished property. It is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1,east,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vaishali,1400,6100000,INR,,0,0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Vaishali. It has a salable area of 1400 sqft and is available at a price of Rs. 4,357 per sqft. The house is semi-furnished. Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vaishali,1400,6100000,INR,,0,0,"A 3 bhk property is available for sale in Vaishali, Ghaziabad. It has a built-up area of 1400 sqft and is priced at Rs. 61.00 lac . The house is semi-furnished. It is a ready-to-move-in property. Kindly call us for details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Indirapuram,1750,9500000,INR,,0,0,"The house is semi-furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,northwest,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Gyan Khand,1250,5875000,INR,,1,0,Well designed 3 bhk builder floor is available at a prime location in Gyan Khand. It has an area of 1250 sqft with a carpet area of 1150 sqft . The property is available at a price of Rs. 58.75 lac . The house is semi-furnished. It is facing northeast direction. The society is well connected by different modes of transportation. ,1,northeast,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9.5,,,,,1.0,,,,,,,,,,,
Shakti Khand,950,3635000,INR,,0,0,"It’s a 2 bhk builder floor situated in Shakti Khand, Ghaziabad. It has a built-up area of 950 sqft and is priced at Rs. 36.35 lac . It is a semi-furnished property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1,northeast,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9.3,,,,,1.0,,,,,,,,,,,
Vaishali,1270,7371000,INR,,1,0,"Well designed 3 bhk builder floor is available at a prime location in Vaishali. It has a salable area of 1270 sqft and is available at a price of Rs. 5,803 per sqft. The house is semi-furnished. It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1,northeast,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Niti Khand,2550,17800000,INR,,1,0,"It’s a 4 bhk builder floor situated in Niti Khand, Ghaziabad. It is a semi-furnished property. It is facing east direction. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Niti Khand,2425,18800000,INR,,1,0,It is an unfurnished property. This residential complex is under-construction as of now. . It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Contact us for more details. ,1,,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Vasundhara,1410,7500000,INR,,1,0,Well designed 3 bhk builder floor is available at a prime location in Vasundhara. It has a built-up area of 1410 sqft and is priced at Rs. 75.00 lac . It is a semi-furnished property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ,1,east,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,2250,14800000,INR,,1,0,Well designed 4 bhk builder floor is available at a prime location in Vasundhara. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact us for more details. ,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,2250,14800000,INR,,1,0,"Well designed 4 bhk builder floor is available at a prime location in Vasundhara. It has a salable area of 2250 sqft and is available at a price of Rs. 6,577 per sqft. The house is semi-furnished. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Shakti Khand,1425,8000000,INR,,1,0,"It’s a 3 bhk builder floor situated in Shakti Khand. It has an area of 1425 sqft with a carpet area of 1325 sqft . The property is available at a price of Rs. 80.00 lac . It is a semi-furnished property. It is east facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,east,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Shakti Khand,1350,5600000,INR,,1,0,This spacious 3 bhk builder floor is available for sale and is located in the heart of Shakti Khand. The house is semi-furnished. It is a ready-to-move-in property. The site is in close proximity to various civic utilities. Please contact for more details. ,1,east,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Vaishali,2250,15800000,INR,,1,0,"A 4 bhk property is available for sale in Vaishali, Ghaziabad. It has a built-up area of 2250 sqft and is priced at Rs. 1.58 cr . It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. ",1,east,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Niti Khand,1410,7515000,INR,,1,0,"It’s a 3 bhk builder floor situated in Niti Khand, Ghaziabad. It has a built-up area of 1410 sqft and is priced at Rs. 75.15 lac . It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ",1,east,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Vasundhara,1710,10600000,INR,,1,0,"It’s a 3 bhk builder floor situated in Vasundhara, Ghaziabad. It has a salable area of 1710 sqft and is available at a price of Rs. 6,198 per sqft. It is a semi-furnished property. It is facing east direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. ",1,east,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Indirapuram,1204,7500000,INR,,1,0,Well designed 3 bhk builder floor is available at a prime location in Indirapuram. It has a built-up area of 1204 sqft and is priced at Rs. 75.00 lac . It is a semi-furnished property. Its main door is facing southeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ,1,southeast,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Indirapuram,950,4900000,INR,,1,0,"It’s a 2 bhk builder floor situated in Indirapuram, Ghaziabad. It is a semi-furnished property. Its main door is facing east direction. It is a ready-to-move-in property. Kindly call us for details. ",1,east,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Niti Khand,1600,11000000,INR,,1,0,"It’s a 4 bhk builder floor situated in Niti Khand, Ghaziabad. The house is semi-furnished. Its main door is facing east direction. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,1.0,,,,,,,,,,,
Niti Khand,2690,23000000,INR,,1,0,"A 5 bhk property is available for sale in Niti Khand, Ghaziabad. It has an area of 2690 sqft with a carpet area of 2490 sqft . The property is available at a price of Rs. 2.30 cr . The house is semi-furnished. Its main door is facing east direction. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,,,,,,,,,,,,,,,,
Vaishali,2100,13500000,INR,,0,0,"It’s a 4 bhk builder floor situated in Vaishali, Ghaziabad. It has a built-up area of 2100 sqft and is priced at Rs. 1.35 cr . Its main door is facing east direction. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Indirapuram,1350,7000000,INR,,0,0,It’s a 3 bhk builder floor situated in Indirapuram. It has an area of 1350 sqft with a carpet area of 1150 sqft . The property is available at a price of Rs. 70.00 lac . The house is semi-furnished. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ,1,east,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,1300,8700000,INR,,1,0,It has an area of 1300 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 87.00 lac . It is a semi-furnished property. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ,1,east,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,1614,8300000,INR,,0,0,"Well designed 4 bhk builder floor is available at a prime location in Vasundhara. It is a semi-furnished property. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,2000,12500000,INR,,0,0,"It has a salable area of 2000 sqft and is available at a price of Rs. 6,250 per sqft. The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Siddhartha Vihar,950,2200000,INR,,1,0,"A 2 bhk property is available for sale in Siddhartha Vihar, Ghaziabad. It has a built-up area of 950 sqft and is priced at Rs. 22.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Siddhartha Vihar,1200,2950000,INR,,1,0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Siddhartha Vihar. It has a built-up area of 1200 sqft and is priced at Rs. 29.50 lac . It is a semi-furnished property. It is an under-construction property . It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,1350,4700000,INR,,1,0,"It’s a 3 bhk builder floor situated in Vasundhara. It has a salable area of 1350 sqft and is available at a price of Rs. 3,481 per sqft. It is a semi-furnished property. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ",1,east,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Vasundhara,2550,14200000,INR,,1,0,"Well designed 4 bhk builder floor is available at a prime location in Vasundhara. It has a salable area of 2550 sqft and is available at a price of Rs. 5,568 per sqft. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. The society is well connected by different modes of transportation. ",1,east,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,2500,11000000,INR,,1,0,This spacious 4 bhk builder floor is available for sale and is located in the heart of Vasundhara. It has a built-up area of 2500 sqft and is priced at Rs. 1.10 cr . The house is semi-furnished. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ,1,east,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Vasundhara,1550,6900000,INR,,1,0,"It’s a 3 bhk builder floor situated in Vasundhara. It has an area of 1550 sqft with a carpet area of 1500 sqft . The property is available at a price of Rs. 69.00 lac . It is a semi-furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is east facing property. ",1,east,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Vasundhara,580,1775000,INR,,1,0,"1 BHK Independent Floor available for sale in Vasundhara, Vasundhara, Ghaziabad. Available amenities are: Gas pipeline, Garden, Kids area, Lift. Independent Floor has 1 bedroom, 1 bathroom. It is 0 years old. Building has 4 floors.",1,east,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,1350,4290000,INR,,1,0,Well designed 2 bhk builder floor is available at a prime location in Vasundhara. It has an area of 1350 sqft with a carpet area of 1250 sqft . The property is available at a price of Rs. 42.90 lac . Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ,1,east,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,1390,4690000,INR,,1,0,"3 BHK Independent Floor available for sale in Near By Maharaja Agrasan School, Vasundhara, Vasundhara, Ghaziabad. Available amenities are: Gym, Swimming pool, Gas pipeline, Garden, Kids area, Sports facility. Independent Floor has 3 bedroom, 2 bathroom.",1,east,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Vasundhara,1550,7050000,INR,,1,0,"It’s a 3 bhk builder floor situated in Vasundhara. It has a built-up area of 1550 sqft and is priced at Rs. 70.50 lac . Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",1,east,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Vasundhara,1650,5650000,INR,,1,0,"It’s a 3 bhk builder floor situated in Vasundhara, Ghaziabad. It is a semi-furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing east direction. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Vasundhara,2350,12000000,INR,,1,0,"A spacious 4 bhk builder floor is available for sale in Vasundhara, Ghaziabad. It has a salable area of 2350 sqft and is available at a price of Rs. 5,106 per sqft. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,1350,5200000,INR,,1,0,"It’s a 3 bhk builder floor situated in Vasundhara. The house is semi-furnished. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,880,2790000,INR,,1,0,"A spacious 1 bhk builder floor is available for sale in Vasundhara, Ghaziabad. It is a semi-furnished property. It is east facing property. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. Please contact for more details. ",1,east,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,1350,5600000,INR,1,1,0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Vasundhara. It has a built-up area of 1350 sqft and is priced at Rs. 56.00 lac . It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,1450,5200000,INR,,1,0,"It’s a 3 bhk builder floor situated in Vasundhara, Ghaziabad. It has a salable area of 1450 sqft and is available at a price of Rs. 3,586 per sqft. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,east,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Vasundhara,2450,11499999,INR,,1,0,"One of the finest property in Sector 5 Vasundhara is now available for sale. This is a 4 BHK Independent Floor. Make it yours now. It is on floor 1. It is a 4 storeyed building. There are 4 bedrooms and 4 bathroom. This property ensures you are a quick distance away from the city's best schools such as JKG International School, KIDZEE LEARNING TREE, and Genesis Academy. It is also close to good and reputed hospitals like Swastik Medical Centre, Inderprastha Dental College & Hospital, and OPAL WHITE DENTAL CARE",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,1800,9800000,INR,,1,0,This spacious 4 bhk builder floor is available for sale and is located in the heart of Vasundhara. It has a built-up area of 1650 sqft and is priced at Rs. 98.00 lac . It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Please contact us for more details. ,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,900,3400000,INR,1,1,0,"It has an area of 900 sqft . The property is available at a price of Rs. 34.00 lac . It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,850,3600000,INR,1,1,0,"A 2 bhk property is available for sale in Vasundhara, Ghaziabad. It has a built-up area of 850 sqft and is priced at Rs. 36.00 lac . It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,900,2700000,INR,1,1,0,"A spacious 2 bhk builder floor is available for sale in Vasundhara, Ghaziabad. It has a salable area of 900 sqft and is available at a price of Rs. 3,000 per sqft. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,950,3700000,INR,1,1,0,"It has an area of 950 sqft . The property is available at a price of Rs. 37.00 lac . It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vaishali,800,3921000,INR,,0,0,"A spacious 2 bhk builder floor is available for sale in Vaishali, Ghaziabad. It has a built-up area of 800 sqft and is priced at Rs. 39.21 lac . The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vaishali,820,5191000,INR,,1,0,It has an area of 820 sqft with a carpet area of 720 sqft . The property is available at a price of Rs. 51.91 lac . Its main door is facing northeast direction. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ,1,northeast,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Gyan Khand,1050,4785000,INR,,1,0,"This spacious 2 bhk builder floor is available for sale and is located in the heart of Gyan Khand. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northeast,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9.5,,,,,1.0,,,,,,,,,,,
Shakti Khand,1850,8765000,INR,,1,0,It has an area of 1850 sqft with a carpet area of 1750 sqft . The property is available at a price of Rs. 87.65 lac . It is a semi-furnished property. Its main door is facing northeast direction. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact us for more details. ,1,northeast,0,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9.3,,,,,1.0,,,,,,,,,,,
Vasundhara,1600,9200000,INR,,1,0,Well designed 3 bhk builder floor is available at a prime location in Vasundhara. It has a built-up area of 1600 sqft and is priced at Rs. 92.00 lac . It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Vasundhara,1000,4200000,INR,,1,0,"A 2 bhk property is available for sale in Vasundhara, Ghaziabad. It has a salable area of 1000 sqft and is available at a price of Rs. 4,200 per sqft. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Kindly call us for details. ",1,east,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Siddhartha Vihar,950,2300000,INR,,1,0,"It’s a 2 bhk builder floor situated in Siddhartha Vihar, Ghaziabad. It has an area of 950 sqft with a carpet area of 750 sqft . The property is available at a price of Rs. 23.00 lac . The house is semi-furnished. It is facing northeast direction. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ",1,northeast,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Siddhartha Vihar,950,1800000,INR,,1,0,"A spacious 2 bhk builder floor is available for sale in Siddhartha Vihar, Ghaziabad. It has a salable area of 950 sqft and is available at a price of Rs. 1,894 per sqft. It is a semi-furnished property. It is northwest facing property. It is a 3 year old ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northwest,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Pratap Vihar,650,1450000,INR,,1,0,"It’s a 1 bhk builder floor situated in Vikram Developers Pvt Ltd Viksons Projects, Pratap Vihar, Ghaziabad. It has a salable area of 650 sqft and is available at a price of Rs. 2,230 per sqft. The house is semi-furnished. It is a 5 year old ready-to-move-in property. It is well connected to the city areas. ",1,,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,,123.0,1.0,,,,,,,,,,,,,
Pratap Vihar,1250,5800000,INR,,1,0,This spacious 3 bhk builder floor is available for sale and is located in the heart of Pratap Vihar. It has an area of 1250 sqft with a carpet area of 1000 sqft . The property is available at a price of Rs. 58.00 lac . The house is semi-furnished. The society is well connected by different modes of transportation. Kindly call us for details. ,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,,,,,,,,,,,,,,,,
