location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Swimming Pool,Sports Facility,Lift(s),Club House,Full Power Backup,Gymnasium,Rain Water Harvesting,Maintenance Staff,Jogging Track,Car Parking,Vaastu Compliant,Children's play area,24 X 7 Security,Landscaped Gardens,locality_score,project_score,builder_experience,School,ATM,Shopping Mall,Multipurpose Room,Intercom,Staff Quarter,Hospital,Indoor Games,Cafeteria,Golf Course
Ekana Road,1000,419000,INR,1,1,1,"A plot is available for sale in Ekana Road, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Arjunganj,1000,419000,INR,1,1,1,"A plot is available at a prime location in Arjunganj. Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Gosainganj,1000,1000000,INR,,1,1,"This plot is situated in Gosainganj. It has an area of 1000 sqft and is priced at Rs. 10.00 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Arjunganj,1000,419000,INR,,1,1,"This plot is situated in Arjunganj, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,1,0,0,0,1,1,,,0,1.0,,1,1,1,,,,,,,,,,,,,
Telibagh,1000,419000,INR,1,1,1,"A plot is available at a prime location in Telibagh. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
ahmamau,1000,419000,INR,,1,1,"A plot is available for sale in ahmamau, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,east,0,0,1,0,0,0,1,1,,,0,1.0,,1,1,1,,,,,,,,,,,,,
Omaxe City,1000,419000,INR,1,1,1,"This plot is available for sale and is located in the heart of Omaxe City. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Arjunganj,1000,419000,INR,1,1,1,"This plot is situated in Arjunganj, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Kamta,1000,419000,INR,1,1,1,"This plot is available for sale and is located in the heart of Kamta. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. It is east facing property. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Telibagh,1000,419000,INR,1,1,1,"This plot is situated in Telibagh, Lucknow. It has an area of 1000 sqft and is priced at Rs. 4.19 lac (negotiable). The plot provides an excellent view as it overlooks the pool. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Hazratganj,1000,419000,INR,1,1,1,"This plot is situated in Hazratganj, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Telibagh,1250,1249000,INR,,1,1,"This plot is available for sale and is located in the heart of Telibagh. It has an area of 1250 sqft. The property is available at a price of Rs. 12.49 lac (negotiable). One of the major USPs of the property is that it is a garden facing property. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,west,0,0,1,0,0,1,1,1,,,0,1.0,,1,1,1,,,,,,,,,,,,,
Telibagh,1000,999000,INR,,1,1,"A plot property is available for sale in Telibagh, Lucknow. It has an area of 1000 sqft and is priced at Rs. 9.99 lac (negotiable). It is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,west,0,0,1,0,0,1,1,1,,,0,1.0,,1,1,1,,,,,,,,,,,,,
ahmamau,1000,999000,INR,,1,1,"A plot is available for sale in ahmamau, Lucknow. It has an area of 1000 sqft and is priced at Rs. 9.99 lac (negotiable). Its entry is west facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,west,0,0,1,1,0,1,1,1,1.0,1.0,1,1.0,,1,1,1,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0
Sultanpur Road,1250,1249000,INR,,1,1,"A plot property is available for sale in Sultanpur Road, Lucknow. It has an area of 1250 sqft. The property is available at a price of Rs. 12.49 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,west,0,0,1,0,0,1,1,1,,,0,1.0,,1,1,1,,,,,,,,,,,,1.0,1.0
Gosainganj,1000,999000,INR,,1,1,"It has an area of 1000 sqft. The property is available at a price of Rs. 9.99 lac (negotiable). It is west facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,west,0,0,1,1,0,1,1,1,1.0,,1,1.0,,1,1,1,,,,,,,1.0,1.0,,,1.0,1.0,1.0
Tedhi Pulia,1000,699000,INR,1,1,1,"This plot is situated in Tedhi Pulia. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Tedhi Pulia,1000,699000,INR,1,1,1,"A plot property is available for sale in Tedhi Pulia, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Tedhi Pulia,1000,699000,INR,1,1,1,"It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is a garden facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Tedhi Pulia,1000,699000,INR,1,1,1,This plot is situated in Tedhi Pulia. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. The property is available on freehold. It is situated in the proximity of all the important facilities. Please contact for more details. ,1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Tedhi Pulia,1000,699000,INR,1,1,1,"This plot is situated in Tedhi Pulia, Lucknow. One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Sultanpur Road,1000,699000,INR,1,1,1,This plot is available for sale and is located in the heart of Sultanpur Road. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. Kindly call us for details. ,1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Sultanpur Road,1000,699000,INR,1,1,1,"This plot is available for sale and is located in the heart of Sultanpur Road. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). The plot provides an excellent view as it overlooks the garden. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Munshi Pulia,1000,699000,INR,1,1,1,"A plot is available for sale in Munshi Pulia, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Munshi Pulia,1000,699000,INR,1,1,1,"This plot is situated in Munshi Pulia. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Munshi Pulia,1000,699000,INR,1,1,1,"A plot is available at a prime location in Munshi Pulia. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Sultanpur Road,1000,699000,INR,1,1,1,"A plot is available at a prime location in Sultanpur Road. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Sultanpur Road,1000,699000,INR,1,1,1,"A plot property is available for sale in Sultanpur Road, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Sultanpur Road,1000,699000,INR,1,1,1,"A plot is available at a prime location in Sultanpur Road. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Munshi Pulia,1000,699000,INR,1,1,1,"A plot property is available for sale in Munshi Pulia, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. Its entry is east facing. The property is available on freehold. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
Munshi Pulia,1000,699000,INR,1,1,1,This plot is situated in Munshi Pulia. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is facing east direction. It is situated in the proximity of all the important facilities. Please contact us for more details. ,1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Munshi Pulia,1000,699000,INR,1,1,1,It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is a pool facing property. The property is available on freehold. It is situated in the proximity of all the important facilities. Kindly call us for details. ,1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
amar shaheed path lucknow,800,559200,INR,1,1,1,"A plot property is available for sale in amar shaheed path lucknow, Lucknow. It has an area of 800 sqft and is priced at Rs. 5.59 lac (negotiable). It is east facing property. It is well connected to the city areas. Contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Vibhuti Khand,1000,699000,INR,,1,1,"A plot is available for sale in Vibhuti Khand, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
amar shaheed path lucknow,800,559200,INR,1,1,1,"This plot is available for sale and is located in the heart of amar shaheed path lucknow. It has an area of 800 sqft and is priced at Rs. 5.59 lac (negotiable). The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Sultanpur Road,1000,699000,INR,,1,1,"This plot is available for sale and is located in the heart of Sultanpur Road. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
amar shaheed path lucknow,800,559200,INR,1,1,1,"This plot is situated in amar shaheed path lucknow, Lucknow. It has a salable area of 800 sqft and is available at a price of Rs. 699 per sqft. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Gosainganj,1000,699000,INR,,1,1,"This plot is available for sale and is located in the heart of Gosainganj. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
amar shaheed path lucknow,800,559200,INR,1,1,1,"A plot is available for sale in amar shaheed path lucknow, Lucknow. It has an area of 800 sqft and is priced at Rs. 5.59 lac (negotiable). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Gosainganj,1000,699000,INR,,1,1,"This plot is situated in Gosainganj. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Lucknow Varanasi Road,1000,699000,INR,1,1,1,"This plot is situated in Lucknow Varanasi Road. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). One of the major USPs of the property is that it is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Lucknow Varanasi Road,1000,699000,INR,1,1,1,"This plot is situated in Lucknow Varanasi Road. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is a pool facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Lucknow Varanasi Road,1000,699000,INR,1,1,1,"This plot is available for sale and is located in the heart of Lucknow Varanasi Road. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Sultanpur Road,800,559200,INR,1,1,1,"This plot is situated in Sultanpur Road. It is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Sultanpur Road,800,559200,INR,1,1,1,"A plot is available at a prime location in Sultanpur Road. The plot provides an excellent view as it overlooks the pool. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Lucknow Varanasi Road,1000,699000,INR,1,1,1,"A plot is available at a prime location in Lucknow Varanasi Road. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Lucknow Varanasi Road,1000,699000,INR,1,1,1,"This plot is situated in Lucknow Varanasi Road. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Gosainganj,1000,699000,INR,,1,1,"This plot is available for sale and is located in the heart of Gosainganj. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,6.3,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Arjunganj,800,559200,INR,1,1,1,"This plot is situated in Arjunganj. It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,
Gomti Nagar,1000,699000,INR,,1,1,"This plot is situated in Gomti Nagar, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,1,1,0,0,1,1,1.0,1.0,1,1.0,1.0,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Gosainganj,1000,1000000,INR,,1,1,"A plot property is available for sale in Gosainganj, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 10.00 lac (negotiable). It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,1,0,0,1,1,1,,,0,1.0,,1,1,1,,,,,,,,,,,,,
Sultanpur Road,1000,699000,INR,1,1,1,"This plot is situated in Sultanpur Road. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. The plot provides an excellent view as it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Gosainganj,1000,699000,INR,1,1,1,"A plot is available for sale in Gosainganj, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is a corner property. The property is available on freehold. It is well connected to the city areas. Please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,6.3,,,1.0,1.0,1.0,,,1.0,1.0,,,
ahmamau,1000,699000,INR,1,1,1,This plot is available for sale and is located in the heart of ahmamau. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). The property is available on freehold. The site is in close proximity to various civic utilities. Please contact us for more details. ,1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Ekana Road,1000,699000,INR,1,1,1,"A plot is available at a prime location in Ekana Road. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). It is facing east direction. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Gosainganj,1000,699000,INR,1,1,1,"A plot property is available for sale in Gosainganj, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. One of the major USPs of the property is that it is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,6.3,,,1.0,1.0,1.0,,,1.0,1.0,,,
Ansal API,1000,2800000,INR,1,1,1,"A plot is available for sale in Ansal API, Lucknow. It has an area of 1000 sqft and is priced at Rs. 28.00 lac (negotiable). The plot provides an excellent view as it overlooks the pool. The property is in a complex owned by a co-operative society. The site is in close proximity to various civic utilities. Please contact for more details. ",1,east,0,2,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sushant Golf City,1000,1150000,INR,,1,0,"A plot is available at a prime location in Lucknow Heights Infra Dream Valley. It has an area of 1000 sqft and is priced at Rs. 11.50 lac . It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,northeast,0,0,1,1,0,1,1,1,1.0,,1,1.0,,1,1,1,7.4,8.2,123.0,,,,,,1.0,,,,
ahmamau,1000,699000,INR,1,1,1,"It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac (negotiable). One of the major USPs of the property is that it is a garden facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,
Ansal API,1000,2800000,INR,1,1,1,"A plot is available for sale in Ansal API, Lucknow. It has a salable area of 1000 sqft and is available at a price of Rs. 2,800 per sqft. It is facing east direction. The property is in a complex owned by a co-operative society. Kindly call us for details. ",1,east,0,2,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ansal API,800,2240000,INR,1,1,1,"This plot is situated in Ansal API, Lucknow. It has an area of 800 sqft. The property is available at a price of Rs. 22.40 lac (negotiable). The property is in a complex owned by a co-operative society. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,east,0,3,1,1,0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gosainganj,1000,699000,INR,1,1,1,"It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,0,0,1,0,0,1,1,,1.0,1,1.0,,1,1,1,6.3,,,1.0,1.0,1.0,,,1.0,1.0,,,
